<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;<OPENINT>
@Si;1;20250502;165600;85627;85643;85627;85643;71;0
@Si;1;20250502;165700;85644;85679;85603;85608;326;0
@Si;1;20250502;165800;85609;85612;85569;85576;344;0
@Si;1;20250502;165900;85581;85605;85530;85541;1146;0
@Si;1;20250502;170000;85531;85562;85505;85515;1550;0
@Si;1;20250502;170100;85515;85583;85509;85570;840;0
@Si;1;20250502;170200;85570;85582;85544;85581;573;0
@Si;1;20250502;170300;85580;85588;85530;85530;1194;0
@Si;1;20250502;170400;85531;85534;85513;85525;390;0
@Si;1;20250502;170500;85522;85526;85481;85520;670;0
@Si;1;20250502;170600;85518;85569;85511;85558;446;0
@Si;1;20250502;170700;85559;85559;85524;85530;173;0
@Si;1;20250502;170800;85521;85521;85473;85488;766;0
@Si;1;20250502;170900;85483;85483;85436;85469;850;0
@Si;1;20250502;171000;85466;85467;85405;85425;1044;0
@Si;1;20250502;171100;85423;85457;85405;85450;938;0
@Si;1;20250502;171200;85449;85450;85430;85432;208;0
@Si;1;20250502;171300;85431;85462;85430;85460;182;0
@Si;1;20250502;171400;85449;85465;85430;85452;223;0
@Si;1;20250502;171500;85452;85491;85446;85484;383;0
@Si;1;20250502;171600;85483;85492;85469;85492;182;0
@Si;1;20250502;171700;85484;85491;85438;85441;382;0
@Si;1;20250502;171800;85440;85457;85420;85420;140;0
@Si;1;20250502;171900;85417;85430;85390;85409;1036;0
@Si;1;20250502;172000;85402;85402;85369;85379;506;0
@Si;1;20250502;172100;85380;85444;85378;85413;472;0
@Si;1;20250502;172200;85417;85430;85404;85426;167;0
@Si;1;20250502;172300;85423;85423;85380;85396;394;0
@Si;1;20250502;172400;85395;85425;85385;85420;392;0
@Si;1;20250502;172500;85413;85449;85413;85447;258;0
@Si;1;20250502;172600;85447;85447;85419;85444;264;0
@Si;1;20250502;172700;85439;85440;85429;85435;206;0
@Si;1;20250502;172800;85435;85465;85435;85454;185;0
@Si;1;20250502;172900;85451;85485;85451;85471;238;0
@Si;1;20250502;173000;85471;85475;85464;85464;74;0
@Si;1;20250502;173100;85466;85481;85465;85465;88;0
@Si;1;20250502;173200;85464;85464;85408;85412;207;0
@Si;1;20250502;173300;85416;85422;85408;85416;142;0
@Si;1;20250502;173400;85411;85411;85310;85315;1960;0
@Si;1;20250502;173500;85317;85339;85307;85331;860;0
@Si;1;20250502;173600;85335;85335;85323;85328;249;0
@Si;1;20250502;173700;85328;85331;85320;85326;178;0
@Si;1;20250502;173800;85323;85332;85317;85332;222;0
@Si;1;20250502;173900;85331;85370;85331;85360;452;0
@Si;1;20250502;174000;85363;85379;85355;85374;183;0
@Si;1;20250502;174100;85373;85384;85371;85382;253;0
@Si;1;20250502;174200;85381;85381;85206;85210;5613;0
@Si;1;20250502;174300;85214;85249;85212;85249;753;0
@Si;1;20250502;174400;85249;85261;85234;85254;316;0
@Si;1;20250502;174500;85253;85270;85225;85255;912;0
@Si;1;20250502;174600;85256;85274;85248;85267;291;0
@Si;1;20250502;174700;85268;85282;85260;85262;415;0
@Si;1;20250502;174800;85262;85270;85252;85269;146;0
@Si;1;20250502;174900;85258;85279;85257;85279;229;0
@Si;1;20250502;175000;85271;85279;85269;85279;118;0
@Si;1;20250502;175100;85275;85275;85234;85252;369;0
@Si;1;20250502;175200;85252;85252;85229;85247;290;0
@Si;1;20250502;175300;85246;85267;85230;85263;895;0
@Si;1;20250502;175400;85265;85310;85263;85310;625;0
@Si;1;20250502;175500;85308;85315;85307;85314;245;0
@Si;1;20250502;175600;85315;85389;85315;85375;722;0
@Si;1;20250502;175700;85374;85399;85355;85398;413;0
@Si;1;20250502;175800;85399;85463;85399;85428;1422;0
@Si;1;20250502;175900;85426;85436;85400;85400;294;0
@Si;1;20250502;180000;85405;85491;85405;85489;979;0
@Si;1;20250502;180100;85490;85499;85457;85498;435;0
@Si;1;20250502;180200;85498;85528;85492;85495;437;0
@Si;1;20250502;180300;85483;85517;85456;85503;638;0
@Si;1;20250502;180400;85501;85519;85462;85492;449;0
@Si;1;20250502;180500;85489;85500;85483;85500;165;0
@Si;1;20250502;180600;85500;85534;85500;85513;412;0
@Si;1;20250502;180700;85512;85534;85506;85514;352;0
@Si;1;20250502;180800;85516;85550;85511;85550;453;0
@Si;1;20250502;180900;85550;85558;85484;85484;399;0
@Si;1;20250502;181000;85483;85506;85468;85469;487;0
@Si;1;20250502;181100;85472;85472;85430;85463;304;0
@Si;1;20250502;181200;85457;85457;85435;85448;216;0
@Si;1;20250502;181300;85441;85441;85392;85426;539;0
@Si;1;20250502;181400;85427;85475;85426;85450;392;0
@Si;1;20250502;181500;85450;85472;85435;85435;101;0
@Si;1;20250502;181600;85438;85457;85414;85416;127;0
@Si;1;20250502;181700;85416;85446;85416;85425;132;0
@Si;1;20250502;181800;85425;85430;85385;85396;526;0
@Si;1;20250502;181900;85397;85413;85381;85405;579;0
@Si;1;20250502;182000;85401;85433;85396;85427;392;0
@Si;1;20250502;182100;85433;85455;85433;85447;338;0
@Si;1;20250502;182200;85447;85451;85417;85450;300;0
@Si;1;20250502;182300;85450;85470;85445;85454;236;0
@Si;1;20250502;182400;85453;85473;85453;85453;82;0
@Si;1;20250502;182500;85453;85460;85439;85449;86;0
@Si;1;20250502;182600;85447;85496;85447;85470;595;0
@Si;1;20250502;182700;85473;85589;85459;85561;1934;0
@Si;1;20250502;182800;85563;85582;85540;85551;489;0
@Si;1;20250502;182900;85551;85596;85538;85582;1127;0
@Si;1;20250502;183000;85580;85596;85567;85595;508;0
@Si;1;20250502;183100;85594;85599;85540;85559;690;0
@Si;1;20250502;183200;85559;85559;85446;85451;1678;0
@Si;1;20250502;183300;85450;85457;85369;85391;1076;0
@Si;1;20250502;183400;85389;85417;85341;85399;1035;0
@Si;1;20250502;183500;85395;85408;85387;85401;122;0
@Si;1;20250502;183600;85400;85427;85400;85427;203;0
@Si;1;20250502;183700;85426;85464;85426;85460;199;0
@Si;1;20250502;183800;85459;85471;85458;85471;104;0
@Si;1;20250502;183900;85471;85476;85459;85471;118;0
@Si;1;20250502;184000;85471;85488;85470;85488;124;0
@Si;1;20250502;184100;85488;85518;85488;85506;184;0
@Si;1;20250502;184200;85504;85513;85478;85478;118;0
@Si;1;20250502;184300;85478;85480;85463;85478;209;0
@Si;1;20250502;184400;85477;85489;85450;85456;256;0
@Si;1;20250502;184500;85457;85471;85432;85450;377;0
@Si;1;20250502;184600;85450;85458;85405;85406;292;0
@Si;1;20250502;184700;85406;85423;85405;85423;361;0
@Si;1;20250502;184800;85411;85428;85406;85419;264;0
@Si;1;20250502;184900;85419;85442;85419;85442;201;0
@Si;1;20250502;190500;85440;85550;85420;85475;800;0
@Si;1;20250502;190600;85468;85542;85465;85520;510;0
@Si;1;20250502;190700;85520;85534;85485;85508;218;0
@Si;1;20250502;190800;85489;85507;85463;85481;201;0
@Si;1;20250502;190900;85487;85513;85478;85478;303;0
@Si;1;20250502;191000;85486;85488;85423;85459;388;0
@Si;1;20250502;191100;85459;85535;85455;85535;236;0
@Si;1;20250502;191200;85535;85537;85499;85505;135;0
@Si;1;20250502;191300;85513;85547;85500;85536;187;0
@Si;1;20250502;191400;85537;85547;85508;85536;321;0
@Si;1;20250502;191500;85533;85536;85481;85499;311;0
@Si;1;20250502;191600;85490;85524;85488;85524;92;0
@Si;1;20250502;191700;85526;85578;85510;85578;385;0
@Si;1;20250502;191800;85567;85656;85564;85600;1249;0
@Si;1;20250502;191900;85598;85629;85588;85624;285;0
@Si;1;20250502;192000;85624;85648;85616;85616;254;0
@Si;1;20250502;192100;85615;85626;85601;85612;238;0
@Si;1;20250502;192200;85618;85625;85609;85617;51;0
@Si;1;20250502;192300;85616;85628;85615;85615;113;0
@Si;1;20250502;192400;85608;85624;85601;85620;164;0
@Si;1;20250502;192500;85621;85625;85621;85623;61;0
@Si;1;20250502;192600;85623;85623;85607;85619;100;0
@Si;1;20250502;192700;85621;85624;85615;85615;62;0
@Si;1;20250502;192800;85615;85629;85614;85619;62;0
@Si;1;20250502;192900;85627;85629;85614;85616;56;0
@Si;1;20250502;193000;85615;85630;85598;85600;221;0
@Si;1;20250502;193100;85601;85613;85601;85603;111;0
@Si;1;20250502;193200;85610;85610;85602;85602;17;0
@Si;1;20250502;193300;85599;85648;85598;85637;433;0
@Si;1;20250502;193400;85646;85646;85603;85623;147;0
@Si;1;20250502;193500;85626;85635;85599;85599;197;0
@Si;1;20250502;193600;85608;85609;85602;85605;88;0
@Si;1;20250502;193700;85606;85609;85501;85528;498;0
@Si;1;20250502;193800;85526;85543;85471;85471;283;0
@Si;1;20250502;193900;85472;85515;85472;85500;77;0
@Si;1;20250502;194000;85526;85555;85526;85536;114;0
@Si;1;20250502;194100;85536;85552;85532;85545;18;0
@Si;1;20250502;194200;85536;85545;85514;85533;59;0
@Si;1;20250502;194300;85535;85561;85535;85548;53;0
@Si;1;20250502;194400;85532;85543;85518;85523;112;0
@Si;1;20250502;194500;85526;85535;85516;85516;36;0
@Si;1;20250502;194600;85523;85567;85522;85566;112;0
@Si;1;20250502;194700;85565;85578;85554;85573;38;0
@Si;1;20250502;194800;85558;85564;85529;85541;91;0
@Si;1;20250502;194900;85551;85551;85536;85545;10;0
@Si;1;20250502;195000;85536;85558;85536;85539;51;0
@Si;1;20250502;195100;85553;85553;85522;85535;34;0
@Si;1;20250502;195200;85524;85557;85524;85544;62;0
@Si;1;20250502;195300;85540;85555;85530;85553;55;0
@Si;1;20250502;195400;85553;85567;85522;85527;310;0
@Si;1;20250502;195500;85544;85544;85527;85530;35;0
@Si;1;20250502;195600;85528;85541;85523;85535;18;0
@Si;1;20250502;195700;85534;85540;85525;85539;20;0
@Si;1;20250502;195800;85540;85593;85540;85562;194;0
@Si;1;20250502;195900;85568;85593;85564;85587;55;0
@Si;1;20250502;200000;85581;85587;85563;85577;153;0
@Si;1;20250502;200100;85574;85585;85558;85583;58;0
@Si;1;20250502;200200;85582;85592;85547;85565;135;0
@Si;1;20250502;200300;85574;85581;85559;85559;11;0
@Si;1;20250502;200400;85568;85571;85558;85565;32;0
@Si;1;20250502;200500;85564;85564;85535;85546;83;0
@Si;1;20250502;200600;85538;85538;85528;85530;31;0
@Si;1;20250502;200700;85529;85533;85522;85532;70;0
@Si;1;20250502;200800;85532;85533;85524;85533;8;0
@Si;1;20250502;200900;85525;85533;85515;85533;51;0
@Si;1;20250502;201000;85515;85525;85515;85516;135;0
@Si;1;20250502;201100;85515;85515;85493;85508;117;0
@Si;1;20250502;201200;85497;85499;85488;85488;81;0
@Si;1;20250502;201300;85489;85489;85470;85471;368;0
@Si;1;20250502;201400;85482;85484;85455;85455;194;0
@Si;1;20250502;201500;85456;85462;85453;85454;85;0
@Si;1;20250502;201600;85453;85454;85386;85386;553;0
@Si;1;20250502;201700;85387;85460;85385;85443;565;0
@Si;1;20250502;201800;85443;85443;85424;85443;36;0
@Si;1;20250502;201900;85436;85491;85415;85459;215;0
@Si;1;20250502;202000;85462;85503;85462;85503;77;0
@Si;1;20250502;202100;85504;85528;85491;85521;72;0
@Si;1;20250502;202200;85519;85550;85492;85544;179;0
@Si;1;20250502;202300;85550;85550;85476;85484;643;0
@Si;1;20250502;202400;85490;85493;85471;85473;64;0
@Si;1;20250502;202500;85471;85482;85464;85473;25;0
@Si;1;20250502;202600;85493;85506;85481;85488;18;0
@Si;1;20250502;202700;85490;85495;85490;85495;5;0
@Si;1;20250502;202800;85494;85530;85494;85530;68;0
@Si;1;20250502;202900;85514;85520;85497;85520;7;0
@Si;1;20250502;203000;85522;85550;85521;85550;48;0
@Si;1;20250502;203100;85541;85544;85539;85540;19;0
@Si;1;20250502;203200;85528;85532;85486;85511;137;0
@Si;1;20250502;203300;85519;85530;85518;85518;27;0
@Si;1;20250502;203400;85535;85550;85534;85545;28;0
@Si;1;20250502;203500;85538;85538;85514;85514;45;0
@Si;1;20250502;203600;85508;85510;85492;85493;118;0
@Si;1;20250502;203700;85492;85509;85488;85496;150;0
@Si;1;20250502;203800;85489;85498;85479;85485;175;0
@Si;1;20250502;203900;85490;85498;85470;85470;176;0
@Si;1;20250502;204000;85471;85509;85452;85502;268;0
@Si;1;20250502;204100;85498;85509;85498;85507;52;0
@Si;1;20250502;204200;85488;85507;85458;85483;161;0
@Si;1;20250502;204300;85497;85497;85483;85492;29;0
@Si;1;20250502;204400;85483;85486;85475;85478;17;0
@Si;1;20250502;204500;85485;85531;85485;85531;106;0
@Si;1;20250502;204600;85526;85526;85500;85500;81;0
@Si;1;20250502;204700;85513;85519;85513;85517;25;0
@Si;1;20250502;204800;85508;85508;85486;85501;164;0
@Si;1;20250502;204900;85496;85519;85484;85493;163;0
@Si;1;20250502;205000;85478;85500;85478;85496;60;0
@Si;1;20250502;205100;85496;85499;85492;85493;35;0
@Si;1;20250502;205200;85493;85564;85493;85529;307;0
@Si;1;20250502;205300;85538;85546;85512;85512;76;0
@Si;1;20250502;205400;85523;85534;85516;85534;6;0
@Si;1;20250502;205500;85535;85559;85500;85501;253;0
@Si;1;20250502;205600;85501;85524;85501;85512;10;0
@Si;1;20250502;205700;85515;85517;85515;85515;6;0
@Si;1;20250502;205800;85518;85544;85518;85537;75;0
@Si;1;20250502;205900;85529;85529;85524;85524;7;0
@Si;1;20250502;210000;85521;85534;85521;85525;46;0
@Si;1;20250502;210100;85524;85524;85512;85512;4;0
@Si;1;20250502;210200;85507;85507;85485;85485;42;0
@Si;1;20250502;210300;85484;85485;85474;85474;34;0
@Si;1;20250502;210400;85474;85501;85462;85501;109;0
@Si;1;20250502;210500;85492;85516;85473;85497;57;0
@Si;1;20250502;210600;85502;85502;85484;85502;53;0
@Si;1;20250502;210700;85500;85530;85500;85519;132;0
@Si;1;20250502;210800;85507;85527;85506;85526;80;0
@Si;1;20250502;210900;85521;85524;85520;85524;14;0
@Si;1;20250502;211000;85511;85511;85499;85509;102;0
@Si;1;20250502;211100;85501;85501;85501;85501;5;0
@Si;1;20250502;211200;85512;85533;85512;85532;92;0
@Si;1;20250502;211300;85533;85552;85518;85552;266;0
@Si;1;20250502;211400;85535;85535;85518;85519;52;0
@Si;1;20250502;211500;85537;85538;85537;85538;28;0
@Si;1;20250502;211600;85530;85534;85528;85528;8;0
@Si;1;20250502;211700;85535;85536;85518;85519;19;0
@Si;1;20250502;211800;85531;85532;85518;85518;14;0
@Si;1;20250502;211900;85535;85535;85512;85512;22;0
@Si;1;20250502;212000;85525;85533;85517;85528;17;0
@Si;1;20250502;212100;85521;85521;85511;85511;15;0
@Si;1;20250502;212200;85512;85512;85500;85500;23;0
@Si;1;20250502;212300;85500;85509;85496;85497;53;0
@Si;1;20250502;212400;85500;85506;85498;85498;13;0
@Si;1;20250502;212500;85498;85502;85486;85486;142;0
@Si;1;20250502;212600;85496;85504;85487;85487;26;0
@Si;1;20250502;212700;85486;85506;85455;85461;383;0
@Si;1;20250502;212800;85461;85488;85461;85482;78;0
@Si;1;20250502;212900;85468;85471;85450;85471;70;0
@Si;1;20250502;213000;85471;85471;85444;85452;41;0
@Si;1;20250502;213100;85452;85477;85452;85475;149;0
@Si;1;20250502;213200;85474;85478;85473;85477;14;0
@Si;1;20250502;213300;85473;85480;85473;85480;6;0
@Si;1;20250502;213400;85480;85487;85476;85487;31;0
@Si;1;20250502;213500;85481;85487;85461;85466;41;0
@Si;1;20250502;213600;85462;85479;85461;85479;85;0
@Si;1;20250502;213700;85472;85472;85457;85459;92;0
@Si;1;20250502;213800;85456;85468;85456;85468;4;0
@Si;1;20250502;213900;85466;85468;85449;85453;54;0
@Si;1;20250502;214000;85452;85461;85444;85461;44;0
@Si;1;20250502;214100;85462;85481;85462;85481;62;0
@Si;1;20250502;214200;85481;85538;85481;85526;444;0
@Si;1;20250502;214300;85525;85526;85508;85525;48;0
@Si;1;20250502;214400;85525;85534;85525;85531;16;0
@Si;1;20250502;214500;85520;85530;85506;85530;33;0
@Si;1;20250502;214600;85530;85534;85502;85504;53;0
@Si;1;20250502;214700;85503;85508;85489;85501;87;0
@Si;1;20250502;214800;85511;85515;85500;85504;86;0
@Si;1;20250502;214900;85515;85531;85503;85530;56;0
@Si;1;20250502;215000;85528;85529;85512;85525;12;0
@Si;1;20250502;215100;85525;85544;85525;85544;62;0
@Si;1;20250502;215200;85536;85548;85528;85548;37;0
@Si;1;20250502;215300;85547;85552;85539;85552;30;0
@Si;1;20250502;215400;85552;85559;85540;85558;62;0
@Si;1;20250502;215500;85558;85569;85537;85537;99;0
@Si;1;20250502;215600;85563;85566;85550;85550;12;0
@Si;1;20250502;215700;85549;85549;85530;85549;63;0
@Si;1;20250502;215800;85535;85536;85535;85536;6;0
@Si;1;20250502;215900;85536;85536;85510;85512;128;0
@Si;1;20250502;220000;85512;85530;85492;85503;77;0
@Si;1;20250502;220100;85503;85509;85486;85509;23;0
@Si;1;20250502;220200;85506;85520;85506;85520;5;0
@Si;1;20250502;220300;85529;85558;85520;85558;111;0
@Si;1;20250502;220400;85549;85570;85549;85556;67;0
@Si;1;20250502;220500;85570;85580;85556;85567;92;0
@Si;1;20250502;220600;85565;85596;85560;85596;164;0
@Si;1;20250502;220700;85585;85595;85556;85559;303;0
@Si;1;20250502;220800;85559;85566;85556;85556;60;0
@Si;1;20250502;220900;85546;85546;85546;85546;1;0
@Si;1;20250502;221000;85546;85557;85546;85550;7;0
@Si;1;20250502;221100;85557;85557;85549;85549;9;0
@Si;1;20250502;221200;85550;85572;85549;85564;31;0
@Si;1;20250502;221300;85563;85563;85546;85546;12;0
@Si;1;20250502;221400;85546;85561;85546;85561;18;0
@Si;1;20250502;221500;85561;85561;85540;85545;47;0
@Si;1;20250502;221600;85541;85541;85539;85539;4;0
@Si;1;20250502;221700;85539;85549;85522;85530;103;0
@Si;1;20250502;221800;85533;85534;85520;85528;33;0
@Si;1;20250502;221900;85518;85518;85493;85495;201;0
@Si;1;20250502;222000;85495;85508;85493;85496;46;0
@Si;1;20250502;222100;85510;85512;85504;85505;32;0
@Si;1;20250502;222200;85505;85519;85501;85519;31;0
@Si;1;20250502;222300;85528;85530;85520;85523;30;0
@Si;1;20250502;222400;85517;85517;85515;85515;18;0
@Si;1;20250502;222500;85514;85517;85514;85516;34;0
@Si;1;20250502;222600;85516;85524;85516;85524;7;0
@Si;1;20250502;222700;85524;85541;85524;85532;29;0
@Si;1;20250502;222800;85539;85540;85531;85537;51;0
@Si;1;20250502;222900;85537;85553;85536;85553;111;0
@Si;1;20250502;223000;85553;85556;85547;85549;21;0
@Si;1;20250502;223100;85543;85549;85534;85534;37;0
@Si;1;20250502;223200;85534;85548;85530;85532;44;0
@Si;1;20250502;223300;85532;85552;85532;85552;21;0
@Si;1;20250502;223400;85552;85554;85552;85552;5;0
@Si;1;20250502;223500;85550;85552;85528;85536;62;0
@Si;1;20250502;223600;85546;85562;85546;85562;88;0
@Si;1;20250502;223700;85562;85562;85541;85550;84;0
@Si;1;20250502;223800;85553;85565;85553;85558;63;0
@Si;1;20250502;223900;85558;85564;85524;85546;159;0
@Si;1;20250502;224000;85533;85551;85512;85532;85;0
@Si;1;20250502;224100;85544;85550;85542;85542;34;0
@Si;1;20250502;224200;85543;85548;85530;85548;42;0
@Si;1;20250502;224300;85532;85532;85532;85532;2;0
@Si;1;20250502;224400;85534;85534;85505;85505;45;0
@Si;1;20250502;224500;85504;85504;85486;85486;309;0
@Si;1;20250502;224600;85487;85497;85487;85489;39;0
@Si;1;20250502;224700;85490;85521;85490;85505;181;0
@Si;1;20250502;224800;85504;85505;85503;85503;13;0
@Si;1;20250502;224900;85502;85503;85493;85493;61;0
@Si;1;20250502;225000;85496;85496;85488;85488;18;0
@Si;1;20250502;225100;85489;85489;85489;85489;3;0
@Si;1;20250502;225200;85490;85490;85486;85486;131;0
@Si;1;20250502;225300;85487;85492;85478;85490;220;0
@Si;1;20250502;225400;85489;85489;85488;85489;6;0
@Si;1;20250502;225500;85489;85523;85488;85521;356;0
@Si;1;20250502;225600;85522;85542;85515;85524;147;0
@Si;1;20250502;225700;85527;85527;85515;85515;3;0
@Si;1;20250502;225800;85518;85525;85513;85513;13;0
@Si;1;20250502;225900;85511;85511;85477;85479;95;0
@Si;1;20250502;230000;85487;85487;85456;85468;254;0
@Si;1;20250502;230100;85464;85465;85452;85454;68;0
@Si;1;20250502;230200;85454;85465;85454;85460;30;0
@Si;1;20250502;230300;85460;85511;85460;85477;81;0
@Si;1;20250502;230400;85477;85477;85464;85473;31;0
@Si;1;20250502;230500;85492;85493;85483;85485;23;0
@Si;1;20250502;230600;85487;85501;85486;85501;18;0
@Si;1;20250502;230700;85502;85509;85498;85507;19;0
@Si;1;20250502;230800;85499;85508;85482;85495;96;0
@Si;1;20250502;230900;85486;85488;85471;85485;43;0
@Si;1;20250502;231000;85485;85485;85485;85485;4;0
@Si;1;20250502;231100;85473;85479;85447;85447;141;0
@Si;1;20250502;231200;85447;85448;85446;85446;18;0
@Si;1;20250502;231300;85453;85490;85449;85464;130;0
@Si;1;20250502;231400;85459;85478;85456;85463;34;0
@Si;1;20250502;231500;85462;85462;85401;85405;575;0
@Si;1;20250502;231600;85423;85449;85394;85397;296;0
@Si;1;20250502;231700;85395;85428;85386;85428;171;0
@Si;1;20250502;231800;85410;85437;85410;85416;24;0
@Si;1;20250502;231900;85431;85439;85404;85437;40;0
@Si;1;20250502;232000;85437;85450;85414;85448;111;0
@Si;1;20250502;232100;85449;85484;85449;85465;195;0
@Si;1;20250502;232200;85465;85476;85456;85456;50;0
@Si;1;20250502;232300;85454;85478;85454;85476;30;0
@Si;1;20250502;232400;85476;85482;85446;85467;38;0
@Si;1;20250502;232500;85467;85467;85453;85466;8;0
@Si;1;20250502;232600;85470;85491;85470;85491;79;0
@Si;1;20250502;232700;85491;85508;85491;85502;48;0
@Si;1;20250502;232800;85503;85520;85503;85512;204;0
@Si;1;20250502;232900;85508;85514;85495;85507;62;0
@Si;1;20250502;233000;85503;85503;85475;85475;225;0
@Si;1;20250502;233100;85480;85488;85480;85488;42;0
@Si;1;20250502;233200;85488;85504;85488;85502;49;0
@Si;1;20250502;233300;85500;85500;85477;85485;80;0
@Si;1;20250502;233400;85482;85494;85436;85475;208;0
@Si;1;20250502;233500;85465;85467;85437;85467;143;0
@Si;1;20250502;233600;85458;85463;85458;85463;76;0
@Si;1;20250502;233700;85462;85466;85460;85461;73;0
@Si;1;20250502;233800;85463;85496;85463;85495;97;0
@Si;1;20250502;233900;85490;85490;85484;85484;74;0
@Si;1;20250502;234000;85486;85486;85460;85461;82;0
@Si;1;20250502;234100;85460;85475;85460;85468;150;0
@Si;1;20250502;234200;85467;85500;85460;85464;331;0
@Si;1;20250502;234300;85465;85474;85448;85461;107;0
@Si;1;20250502;234400;85457;85461;85456;85456;129;0
@Si;1;20250502;234500;85442;85471;85429;85444;110;0
